guests,bedrooms,beds,room_type,listing_type,latitude,longitude,city,superhost,num_reviews,rating_overall,photos_count,l90d_revenue
2.0,1.0,2.0,private_room,Private room in bed and breakfast,18.9673,72.8185,Mumbai,True,70.0,4.49,31.0,1158.0
2.1192112277259665,0.8161491197254633,1.0,private_room,Private room in condo,18.9354,72.8264,Mumbai,True,28.0,4.79,37.0,226.0
2.1192112277259665,0.8161491197254633,1.0,private_room,Private room in rental unit,18.9355,72.8255,Mumbai,True,2.0,4.759614928270952,47.0,0.0
16.0,4.0,4.0,entire_home,Entire villa,18.9864,73.3212,Mumbai,True,98.0,4.85,61.0,8329.0
2.1192112277259665,0.8161491197254633,1.0,private_room,Private room in bed and breakfast,19.1924,72.8439,Mumbai,True,66.0,5.0,14.0,1297.0
2.0,2.0,2.0,entire_home,Entire rental unit,19.0573,72.8228,Mumbai,True,77.0,4.55,9.0,795.0
2.1192112277259665,0.8161491197254633,1.0,private_room,Private room in rental unit,19.153,72.886,Mumbai,True,115.0,4.63,22.0,0.0
2.1192112277259665,0.8161491197254633,1.0,private_room,Private room in rental unit,18.9935,72.8131,Mumbai,True,88.0,4.91,10.0,2746.0
2.0,1.0,1.0,entire_home,Entire rental unit,19.0727,72.8255,Mumbai,True,151.0,4.92,25.0,4784.0
3.0,1.0,2.0,entire_home,Entire condo,19.1921,72.8327,Mumbai,True,14.0,4.93,23.0,961.0
4.0,1.0,3.0,entire_home,Entire condo,19.1909,72.8315,Mumbai,True,24.0,5.0,24.0,1316.0
2.0,1.0,1.0,entire_home,Entire loft,19.1093,72.8263,Mumbai,True,142.0,4.85,37.0,3099.0
1.0,1.6322982394509267,2.0,entire_home,Entire rental unit,19.0305,72.8451,Mumbai,True,61.0,4.62,9.0,1722.0
4.238422455451933,1.6322982394509267,2.0,private_room,Private room in rental unit,19.0999,72.8496,Mumbai,True,40.0,4.8,20.0,69.0
2.1192112277259665,0.8161491197254633,1.0,private_room,Private room in home,19.0533,72.8282,Mumbai,True,93.0,4.94,10.0,1996.0
2.1192112277259665,0.8161491197254633,1.0,private_room,Private room in rental unit,19.1004,72.8482,Mumbai,True,75.0,4.79,23.0,98.0
6.0,3.0,3.0,entire_home,Entire condo,19.1014,72.8274,Mumbai,True,37.0,4.65,28.0,2596.0
2.1192112277259665,0.8161491197254633,1.0,private_room,Private room in rental unit,19.0607,72.8242,Mumbai,True,116.0,4.78,8.0,651.0
2.0,1.0,2.0,entire_home,Entire rental unit,18.9898,72.8124,Mumbai,True,15.0,4.73,17.0,677.0
2.1192112277259665,0.8161491197254633,1.0,private_room,Private room in rental unit,18.9111,72.8225,Mumbai,True,161.0,4.89,11.0,3871.0
2.1192112277259665,0.8161491197254633,1.0,private_room,Private room in condo,18.9953,72.8176,Mumbai,True,49.0,4.82,12.0,0.0
2.0,1.0,1.0,private_room,Private room in bungalow,18.9636,72.8018,Mumbai,True,183.0,4.78,24.0,0.0
2.1192112277259665,0.8161491197254633,1.0,private_room,Private room in townhouse,19.0801,72.9003,Mumbai,True,193.0,4.85,20.0,1074.0
2.0,1.0,1.0,entire_home,Entire serviced apartment,19.1181,72.886,Mumbai,True,141.0,4.11,14.0,0.0
4.0,2.0,3.0,entire_home,Entire serviced apartment,19.1182,72.8864,Mumbai,True,94.0,4.35,31.0,692.0
4.0,0.8161491197254633,1.0,entire_home,Entire condo,19.1334,72.8739,Mumbai,True,11.0,5.0,22.0,0.0
2.1192112277259665,0.8161491197254633,1.0,private_room,Private room in rental unit,18.9445,72.8264,Mumbai,True,280.0,4.8,60.0,0.0
4.238422455451933,1.6322982394509267,2.0,private_room,Private room in rental unit,19.0177,72.8492,Mumbai,True,41.0,4.12,20.0,0.0
3.0,2.0,2.0,entire_home,Entire rental unit,19.048,72.8247,Mumbai,True,93.0,4.87,11.0,0.0
4.238422455451933,1.6322982394509267,2.0,private_room,Private room in rental unit,19.1541,72.7882,Mumbai,True,217.0,4.97,32.0,272.0
3.0,1.0,1.0,entire_home,Entire rental unit,19.1318,72.8374,Mumbai,True,192.0,4.91,14.0,2450.0
4.0,2.0,2.4505325701665415,entire_home,Entire rental unit,19.0175,72.8228,Mumbai,True,45.0,4.36,40.0,263.0
2.1192112277259665,0.8161491197254633,1.0,private_room,Private room in rental unit,19.0671,72.832,Mumbai,True,279.0,4.87,19.0,1971.0
4.0,1.0,2.0,entire_home,Entire rental unit,19.1486,72.8379,Mumbai,True,119.0,4.66,18.0,1768.0
2.1192112277259665,0.8161491197254633,1.0,private_room,Private room in rental unit,19.0177,72.8249,Mumbai,True,66.0,4.73,27.0,792.0
2.1192112277259665,0.8161491197254633,1.0,private_room,Private room in rental unit,19.0187,72.8229,Mumbai,True,43.0,4.74,31.0,0.0
2.0,1.0,2.0,entire_home,Entire rental unit,19.063,72.836,Mumbai,True,159.0,4.89,17.0,5397.0
4.238422455451933,1.6322982394509267,2.0,private_room,Private room in bungalow,19.2529,72.8581,Mumbai,True,120.0,4.89,67.0,698.0
2.1192112277259665,0.8161491197254633,1.0,private_room,Private room in rental unit,18.9158,72.8197,Mumbai,True,183.0,4.96,15.0,2672.0
1.0,1.0,1.0,private_room,Private room in rental unit,19.1513,72.83,Mumbai,True,86.0,4.9,22.0,218.0
4.238422455451933,1.6322982394509267,2.0,private_room,Private room in rental unit,19.0889,72.844,Mumbai,True,720.0,4.83,40.0,2718.0
2.1192112277259665,0.8161491197254633,1.0,private_room,Private room in bungalow,19.1224,72.8435,Mumbai,True,131.0,4.76,16.0,750.0
2.1192112277259665,0.8161491197254633,1.0,private_room,Private room in rental unit,19.0069,72.8143,Mumbai,True,216.0,4.86,36.0,4793.0
2.1192112277259665,0.8161491197254633,1.0,private_room,Private room in rental unit,19.0041,72.8131,Mumbai,True,75.0,4.79,8.0,0.0
2.1192112277259665,0.8161491197254633,1.0,private_room,Private room in condo,19.02,72.8511,Mumbai,True,214.0,4.88,20.0,2944.0
3.0,1.0,2.0,entire_home,Entire condo,19.0458,72.8236,Mumbai,True,320.0,4.74,19.0,2998.0
6.357633683177899,2.44844735917639,3.0,private_room,Private room in rental unit,19.0746,72.8783,Mumbai,True,257.0,4.88,21.0,1559.0
3.0,0.8161491197254633,1.0,entire_home,Entire serviced apartment,19.0625,72.8318,Mumbai,True,27.0,4.63,22.0,405.0
4.238422455451933,1.6322982394509267,2.0,private_room,Private room in condo,19.1203,72.9017,Mumbai,True,27.0,4.63,61.0,0.0
4.0,2.0,4.0,entire_home,Entire condo,19.1303,72.8125,Mumbai,True,114.0,4.82,36.0,6143.0
2.1192112277259665,0.8161491197254633,1.0,private_room,Private room in rental unit,19.1771,72.8728,Mumbai,True,70.0,4.77,14.0,0.0
5.1931961366051045,2.0,2.0,private_room,Private room in rental unit,18.9443,72.7948,Mumbai,True,32.0,4.41,32.0,381.0
4.238422455451933,1.6322982394509267,2.0,private_room,Private room in rental unit,19.1014,72.9135,Mumbai,True,21.0,4.95,39.0,0.0
4.238422455451933,1.6322982394509267,2.0,private_room,Private room in rental unit,19.016,72.8313,Mumbai,True,72.0,4.64,17.0,567.0
2.0,1.0,1.0,private_room,Private room in rental unit,19.0729,72.8245,Mumbai,True,31.0,4.65,24.0,1686.0
2.1192112277259665,0.8161491197254633,1.0,private_room,Private room in condo,19.1022,72.8288,Mumbai,True,190.0,4.83,17.0,582.0
4.0,0.8161491197254633,1.0,entire_home,Entire rental unit,19.162,72.8485,Mumbai,True,121.0,4.65,23.0,448.0
3.0,1.0,1.0,entire_home,Entire rental unit,19.1795,72.8553,Mumbai,True,104.0,4.87,16.0,287.0
6.0,3.0,3.0,entire_home,Entire rental unit,19.1432,72.8345,Mumbai,True,28.0,4.39,17.0,0.0
2.1192112277259665,0.8161491197254633,1.0,private_room,Private room in bungalow,19.253,72.8579,Mumbai,True,21.0,4.86,32.0,625.0
4.238422455451933,1.6322982394509267,2.0,private_room,Private room in bungalow,19.253,72.8579,Mumbai,True,50.0,4.92,44.0,630.0
2.0,2.0,1.0,entire_home,Entire rental unit,19.1225,72.8829,Mumbai,True,34.0,4.56,3.0,0.0
2.0,1.0,1.0,entire_home,Entire rental unit,19.1201,72.8827,Mumbai,True,7.0,4.29,10.0,0.0
3.0,1.0,1.0,entire_home,Entire condo,19.1511,72.8859,Mumbai,True,42.0,4.86,12.0,619.0
4.0,2.0,5.0,entire_home,Entire condo,19.2046,72.8311,Mumbai,True,14.0,4.93,29.0,333.0
3.0,2.0,1.0,entire_home,Entire condo,19.1898,72.8423,Mumbai,True,21.0,4.95,21.0,0.0
3.0,1.0,4.0,entire_home,Entire condo,19.1914,72.8319,Mumbai,True,13.0,4.92,12.0,248.0
2.1192112277259665,0.8161491197254633,1.0,private_room,Private room in rental unit,19.0817,72.855,Mumbai,True,38.0,4.97,16.0,128.0
2.1192112277259665,0.8161491197254633,1.0,private_room,Private room in rental unit,18.9221,72.834,Mumbai,True,240.0,4.78,12.0,0.0
2.1192112277259665,0.8161491197254633,1.0,private_room,Private room in rental unit,19.0544,72.8323,Mumbai,True,160.0,4.73,22.0,2716.0
2.1192112277259665,0.8161491197254633,1.0,private_room,Private room in rental unit,19.0558,72.8303,Mumbai,True,126.0,4.64,21.0,1733.0
1.0,2.0,1.0,entire_home,Entire condo,19.0574,72.8395,Mumbai,True,3.0,5.0,25.0,0.0
2.0,1.0,2.0,entire_home,Entire serviced apartment,19.1511,72.8857,Mumbai,True,178.0,4.89,58.0,0.0
2.1192112277259665,0.8161491197254633,1.0,private_room,Private room in rental unit,19.1419,72.8271,Mumbai,True,92.0,4.9,6.0,70.0
6.0,2.0,3.0,entire_home,Entire rental unit,18.943,72.7951,Mumbai,True,76.0,4.63,15.0,1569.0
2.1192112277259665,0.8161491197254633,1.0,private_room,Private room in rental unit,19.065,72.8242,Mumbai,True,95.0,4.83,23.0,1219.0
2.1192112277259665,0.8161491197254633,1.0,private_room,Private room in condo,19.1277,72.8444,Mumbai,True,232.0,4.94,36.0,2167.0
4.238422455451933,1.6322982394509267,2.0,shared_room,Shared room in rental unit,19.0159,72.8477,Mumbai,True,12.0,4.67,19.0,79.0
4.0,1.0,2.0,entire_home,Entire rental unit,18.9228,72.8336,Mumbai,True,119.0,4.83,18.0,0.0
4.0,2.0,2.0,entire_home,Entire rental unit,19.1541,72.8844,Mumbai,True,230.0,4.9,22.0,1294.0
4.238422455451933,1.6322982394509267,2.0,private_room,Private room in rental unit,19.1091,72.8964,Mumbai,True,192.0,4.98,11.0,1351.0
2.1192112277259665,0.8161491197254633,1.0,private_room,Private room in condo,19.1768,72.8751,Mumbai,True,35.0,4.71,23.0,0.0
9.0,1.0,3.0,entire_home,Entire serviced apartment,19.066,72.8248,Mumbai,True,228.0,4.79,31.0,2288.0
4.0,1.0,3.0,entire_home,Entire condo,19.0372,72.8439,Mumbai,True,223.0,4.86,31.0,1998.0
16.0,3.0,3.0,entire_home,Entire rental unit,19.0663,72.8232,Mumbai,True,258.0,4.93,93.0,26749.0
2.1192112277259665,0.8161491197254633,1.0,private_room,Private room in bungalow,19.1107,72.8247,Mumbai,True,47.0,4.77,23.0,0.0
2.0,1.0,1.0,entire_home,Entire rental unit,19.067,72.8312,Mumbai,True,41.0,4.85,52.0,5908.0
6.0,3.0,3.0,entire_home,Entire condo,19.0701,72.8277,Mumbai,True,138.0,4.78,33.0,12209.0
2.1192112277259665,0.8161491197254633,1.0,private_room,Private room in rental unit,19.11,72.8672,Mumbai,True,75.0,4.83,10.0,1674.0
2.1192112277259665,0.8161491197254633,1.0,private_room,Private room in bungalow,19.1298,72.8415,Mumbai,True,57.0,4.82,25.0,954.0
10.0,3.0,5.0,entire_home,Entire rental unit,19.0717,72.8361,Mumbai,True,61.0,4.44,15.0,2379.0
2.1192112277259665,0.8161491197254633,1.0,private_room,Private room in rental unit,18.947,72.7963,Mumbai,True,91.0,4.85,15.0,409.0
2.1192112277259665,0.8161491197254633,1.0,private_room,Private room in rental unit,19.1731,72.8717,Mumbai,True,121.0,4.89,34.0,873.0
2.1192112277259665,0.8161491197254633,1.0,private_room,Private room in rental unit,19.1535,72.884,Mumbai,True,333.0,4.83,15.0,1367.0
4.0,1.0,2.0,entire_home,Entire guesthouse,19.0627,72.8296,Mumbai,True,162.0,4.93,24.0,3605.0
2.0,1.0,2.0,private_room,Private room in condo,19.109,72.8369,Mumbai,True,46.0,4.96,19.0,2009.0
1.0,0.8161491197254633,1.0,entire_home,Entire rental unit,19.053,72.8361,Mumbai,True,56.0,4.68,15.0,916.0
16.0,3.0,3.0,entire_home,Entire villa,19.1212,72.8468,Mumbai,True,4.0,4.75,38.0,4804.0
4.0,0.8161491197254633,1.0,entire_home,Entire rental unit,18.9242,72.8337,Mumbai,True,458.0,4.84,18.0,3901.0
4.0,1.0,2.0,entire_home,Entire rental unit,18.9238,72.8323,Mumbai,True,223.0,4.66,23.0,4003.0
2.1192112277259665,0.8161491197254633,1.0,private_room,Private room in condo,19.0844,72.8398,Mumbai,True,207.0,4.92,22.0,1397.0
2.1192112277259665,0.8161491197254633,1.0,private_room,Private room in rental unit,19.0715,72.836,Mumbai,True,67.0,4.39,13.0,256.0
4.238422455451933,1.6322982394509267,2.0,private_room,Private room in rental unit,19.0715,72.836,Mumbai,True,35.0,4.46,15.0,680.0
1.0,1.0,1.0,entire_home,Entire rental unit,19.122,72.88,Mumbai,True,36.0,4.83,11.0,0.0
2.1192112277259665,0.8161491197254633,1.0,private_room,Private room in condo,19.0486,72.8221,Mumbai,True,29.0,4.72,18.0,2348.0
4.238422455451933,1.6322982394509267,2.0,private_room,Private room in rental unit,19.0713,72.8359,Mumbai,True,42.0,4.55,14.0,461.0
4.238422455451933,1.6322982394509267,2.0,private_room,Private room in rental unit,19.0713,72.836,Mumbai,True,51.0,4.31,15.0,375.0
4.238422455451933,1.6322982394509267,2.0,private_room,Private room in rental unit,19.0715,72.836,Mumbai,True,91.0,4.38,16.0,383.0
4.238422455451933,1.6322982394509267,2.0,private_room,Private room in rental unit,19.0715,72.836,Mumbai,True,52.0,4.44,17.0,375.0
16.0,4.0,5.0,entire_home,Entire bungalow,19.1926,72.7977,Mumbai,True,1.0,4.759614928270952,35.0,2339.0
2.1192112277259665,0.8161491197254633,1.0,private_room,Private room in condo,19.0856,72.8457,Mumbai,True,87.0,4.91,26.0,1807.0
4.0,2.0,2.0,entire_home,Entire rental unit,18.9545,72.8169,Mumbai,True,156.0,4.85,53.0,9645.0
2.0,1.0,1.0,entire_home,Entire rental unit,19.0175,72.8262,Mumbai,True,65.0,4.98,16.0,897.0
2.0,1.0,1.0,private_room,Private room in guest suite,19.1009,72.8473,Mumbai,True,203.0,4.9,5.0,1777.0
2.1192112277259665,0.8161491197254633,1.0,private_room,Private room in rental unit,18.9302,72.822,Mumbai,True,398.0,4.78,21.0,3182.0
4.238422455451933,1.6322982394509267,2.0,private_room,Private room in condo,19.1409,72.8255,Mumbai,True,65.0,4.72,23.0,1161.0
2.1192112277259665,0.8161491197254633,1.0,private_room,Private room in condo,19.1584,72.8359,Mumbai,True,43.0,4.81,13.0,364.0
6.0,3.0,3.0,entire_home,Entire condo,19.1425,72.8328,Mumbai,True,42.0,4.69,43.0,1476.0
2.1192112277259665,0.8161491197254633,1.0,private_room,Private room in rental unit,19.1552,72.8853,Mumbai,True,149.0,4.66,20.0,0.0
2.0,0.8161491197254633,1.0,entire_home,Entire rental unit,19.0549,72.8279,Mumbai,True,255.0,4.61,11.0,1857.0
6.0,3.0,3.0,entire_home,Entire rental unit,19.0542,72.8323,Mumbai,True,28.0,4.57,44.0,7247.0
3.0,1.0,1.0,private_room,Private room in rental unit,19.0557,72.8318,Mumbai,True,180.0,4.73,26.0,1286.0
2.1192112277259665,0.8161491197254633,1.0,private_room,Private room in rental unit,19.0548,72.8305,Mumbai,True,145.0,4.66,26.0,585.0
4.238422455451933,1.6322982394509267,2.0,private_room,Private room in rental unit,19.1283,72.8172,Mumbai,True,21.0,5.0,12.0,0.0
2.0,1.0,1.0,private_room,Private room in serviced apartment,19.1235,72.8401,Mumbai,True,95.0,4.45,13.0,121.0
6.357633683177899,2.44844735917639,3.0,private_room,Private room in rental unit,19.1403,72.8298,Mumbai,True,62.0,4.84,67.0,233.0
5.1931961366051045,2.0,2.0,private_room,Private room in rental unit,19.0593,72.853,Mumbai,True,46.0,4.11,17.0,645.0
2.0,1.0,1.0,private_room,Private room in serviced apartment,19.1221,72.8401,Mumbai,True,45.0,4.6,14.0,112.0
2.1192112277259665,0.8161491197254633,1.0,private_room,Private room in rental unit,18.9593,72.8221,Mumbai,True,174.0,4.66,34.0,979.0
1.0,1.0,1.0,entire_home,Entire rental unit,19.0564,72.8406,Mumbai,True,2.0,4.759614928270952,9.0,195.0
15.0,3.0,5.0,entire_home,Entire villa,19.1657,72.7888,Mumbai,True,159.0,4.77,255.0,2921.0
2.1192112277259665,0.8161491197254633,1.0,private_room,Private room in bungalow,19.1038,72.8598,Mumbai,True,348.0,4.91,16.0,1629.0
2.1192112277259665,0.8161491197254633,1.0,private_room,Private room in rental unit,19.174,72.866,Mumbai,True,179.0,4.92,35.0,779.0
2.1192112277259665,0.8161491197254633,1.0,private_room,Private room in rental unit,18.9593,72.8221,Mumbai,True,200.0,4.58,34.0,837.0
3.0,1.0,1.0,private_room,Private room in condo,19.06,72.831,Mumbai,True,365.0,4.88,8.0,2837.0
2.1192112277259665,0.8161491197254633,1.0,private_room,Private room in condo,19.0611,72.8309,Mumbai,True,376.0,4.84,13.0,3194.0
4.238422455451933,1.6322982394509267,2.0,private_room,Private room in condo,19.0606,72.8292,Mumbai,True,343.0,4.84,10.0,3335.0
6.357633683177899,2.44844735917639,3.0,private_room,Private room in rental unit,18.9593,72.8221,Mumbai,True,155.0,4.54,38.0,124.0
5.0,2.0,2.0,entire_home,Entire rental unit,19.1078,72.8637,Mumbai,True,53.0,4.32,15.0,802.0
2.1192112277259665,0.8161491197254633,1.0,private_room,Private room in rental unit,19.1487,72.8269,Mumbai,True,124.0,4.92,8.0,1495.0
8.0,2.44844735917639,3.0,entire_home,Entire place,19.0677,72.8229,Mumbai,True,371.0,4.83,141.0,5894.0
2.0,1.0,1.0,private_room,Private room in bungalow,19.1039,72.8598,Mumbai,True,672.0,4.93,32.0,0.0
3.0,1.0,2.0,entire_home,Entire rental unit,19.1146,72.8803,Mumbai,True,44.0,4.32,6.0,121.0
4.0,1.0,2.0,entire_home,Entire condo,19.063,72.8281,Mumbai,True,15.0,5.0,24.0,8629.0
2.1192112277259665,0.8161491197254633,1.0,private_room,Private room in rental unit,19.1227,72.8251,Mumbai,True,17.0,5.0,11.0,0.0
10.0,2.0,4.0,entire_home,Entire home,19.1509,72.8895,Mumbai,True,16.0,4.94,30.0,1783.0
3.0,1.0,1.0,entire_home,Entire condo,19.1507,72.8851,Mumbai,True,77.0,4.82,12.0,947.0
4.0,3.2645964789018533,4.0,entire_home,Entire cottage,19.0554,72.8244,Mumbai,True,136.0,4.7,34.0,170.0
2.0,1.0,1.0,private_room,Private room in condo,18.9692,72.8025,Mumbai,True,41.0,4.95,12.0,41.0
2.0,1.0,1.0,private_room,Private room in rental unit,19.0148,72.8242,Mumbai,True,25.0,4.64,31.0,444.0
4.0,3.0,3.0,entire_home,Entire rental unit,19.0715,72.8222,Mumbai,True,297.0,4.69,10.0,5971.0
2.0,1.0,1.0,private_room,Private room in rental unit,19.016,72.824,Mumbai,True,14.0,4.07,12.0,211.0
2.0,1.0,1.0,entire_home,Entire rental unit,19.0136,72.8549,Mumbai,True,2.0,4.759614928270952,7.0,252.0
4.0,2.0,3.0,entire_home,Entire rental unit,19.1056,72.8634,Mumbai,True,53.0,4.4,11.0,0.0
5.1931961366051045,2.0,2.0,private_room,Private room in bungalow,19.1752,72.8752,Mumbai,True,12.0,4.25,29.0,1638.0
7.0,2.0,2.0,entire_home,Entire villa,19.1736,72.8746,Mumbai,True,14.0,4.07,20.0,1194.0
2.0,1.0,1.0,entire_home,Entire rental unit,19.1234,72.838,Mumbai,True,9.0,4.89,23.0,922.0
2.0,1.0,1.0,private_room,Private room in home,19.2359,72.845,Mumbai,True,67.0,4.67,21.0,0.0
2.0,1.0,3.0,entire_home,Entire rental unit,19.0573,72.8327,Mumbai,True,66.0,4.92,24.0,3366.0
2.0,0.8161491197254633,1.0,entire_home,Entire condo,19.1474,72.7945,Mumbai,True,175.0,4.85,12.0,1708.0
2.0,1.0,1.0,entire_home,Entire cottage,19.0639,72.8296,Mumbai,True,55.0,4.98,19.0,5251.0
7.789794204907657,3.0,3.0,private_room,Private room in villa,19.2102,72.863,Mumbai,True,7.0,3.86,31.0,0.0
2.0,1.0,1.2252662850832707,entire_home,Entire home,19.1122,72.8747,Mumbai,True,27.0,4.78,14.0,0.0
6.0,2.0,5.0,entire_home,Entire serviced apartment,19.1232,72.8457,Mumbai,True,148.0,4.63,19.0,0.0
4.238422455451933,1.6322982394509267,2.0,private_room,Private room in condo,19.0837,72.8377,Mumbai,True,36.0,4.92,22.0,1095.0
3.0,0.8161491197254633,1.0,entire_home,Entire rental unit,19.0918,72.8289,Mumbai,True,407.0,4.69,53.0,2655.0
2.0,1.0,1.0,private_room,Room in boutique hotel,18.9242,72.8321,Mumbai,True,1.0,4.759614928270952,11.0,0.0
2.0,0.8161491197254633,1.0,entire_home,Entire condo,19.151,72.8856,Mumbai,True,61.0,4.49,25.0,1211.0
2.0,1.0,1.0,private_room,Room in boutique hotel,18.9233,72.8336,Mumbai,True,15.0,4.87,14.0,0.0
4.238422455451933,1.6322982394509267,2.0,private_room,Private room in rental unit,19.0586,72.8239,Mumbai,True,178.0,4.92,38.0,1238.0
2.1192112277259665,0.8161491197254633,1.0,private_room,Private room in condo,19.0206,72.8518,Mumbai,True,40.0,4.95,18.0,1507.0
3.0,1.0,1.0,entire_home,Entire rental unit,19.2274,72.8592,Mumbai,True,46.0,4.07,10.0,693.0
3.0,1.0,1.0,entire_home,Entire rental unit,19.2256,72.8655,Mumbai,True,11.0,4.09,8.0,0.0
2.1192112277259665,0.8161491197254633,1.0,private_room,Private room in rental unit,19.1393,72.8085,Mumbai,True,116.0,4.88,41.0,1253.0
2.0,1.0,1.0,entire_home,Entire condo,19.1442,72.8369,Mumbai,True,27.0,4.81,23.0,1293.0
3.0,1.0,1.0,entire_home,Entire rental unit,19.2339,72.865,Mumbai,True,14.0,4.21,9.0,677.0
4.238422455451933,1.6322982394509267,2.0,private_room,Private room in home,18.9431,72.8282,Mumbai,True,69.0,4.67,13.0,0.0
10.0,2.0,3.0,entire_home,Entire villa,19.2357,72.7798,Mumbai,True,85.0,4.51,51.0,1756.0
2.0,1.0,1.0,entire_home,Entire rental unit,18.9927,72.8233,Mumbai,True,25.0,4.44,21.0,2096.0
2.1192112277259665,0.8161491197254633,1.0,private_room,Private room in condo,19.0673,72.8354,Mumbai,True,186.0,4.97,42.0,2300.0
6.0,2.0,2.0,entire_home,Entire serviced apartment,19.1231,72.8469,Mumbai,True,98.0,4.59,19.0,0.0
2.1192112277259665,0.8161491197254633,1.0,private_room,Private room in bungalow,18.956,72.8194,Mumbai,True,9.0,5.0,15.0,0.0
4.0,2.0,2.0,entire_home,Entire home,19.0395,72.8438,Mumbai,True,76.0,4.67,35.0,1696.0
3.0,1.0,3.0,entire_home,Entire condo,19.1494,72.8858,Mumbai,True,9.0,4.78,7.0,402.0
3.0,1.0,3.0,entire_home,Entire condo,19.1499,72.8847,Mumbai,True,74.0,4.84,13.0,589.0
4.0,1.0,3.0,entire_home,Entire rental unit,18.9647,72.8156,Mumbai,True,110.0,4.76,15.0,2845.0
2.1192112277259665,0.8161491197254633,1.0,private_room,Private room in rental unit,19.1192,72.8935,Mumbai,True,4.0,3.75,30.0,494.0
4.0,1.0,2.0,entire_home,Entire rental unit,19.1386,72.8388,Mumbai,True,62.0,4.73,7.0,1984.0
4.238422455451933,1.6322982394509267,2.0,private_room,Private room in rental unit,19.0701,72.8354,Mumbai,True,35.0,4.29,12.0,149.0
4.238422455451933,1.6322982394509267,2.0,private_room,Private room in rental unit,19.0702,72.8362,Mumbai,True,27.0,4.19,14.0,0.0
6.0,2.0,4.0,entire_home,Entire serviced apartment,19.1234,72.8453,Mumbai,True,116.0,4.55,21.0,0.0
6.0,2.0,3.0,entire_home,Entire rental unit,19.1418,72.8252,Mumbai,True,94.0,4.53,28.0,0.0
3.0,1.0,1.0,entire_home,Entire serviced apartment,19.1062,72.8616,Mumbai,True,17.0,4.06,17.0,592.0
1.0,1.0,6.0,hotel_room,Room in hostel,19.0627,72.8287,Mumbai,True,33.0,4.73,42863.994028592504,79.0
2.1192112277259665,0.8161491197254633,1.0,private_room,Private room in rental unit,19.1102,72.8435,Mumbai,True,10.0,4.3,19.0,221.0
6.0,2.0,2.0,entire_home,Entire condo,19.145,72.8365,Mumbai,True,229.0,4.67,33.0,0.0
2.0,1.0,1.0,private_room,Private room in bungalow,19.1038,72.8598,Mumbai,True,676.0,4.91,28.0,0.0
4.238422455451933,1.6322982394509267,2.0,private_room,Private room in home,19.0663,72.8242,Mumbai,True,22.0,4.73,24.0,2466.0
2.1192112277259665,0.8161491197254633,1.0,private_room,Private room in rental unit,19.0723,72.8373,Mumbai,True,10.0,5.0,23.0,206.0
6.0,1.0,1.0,entire_home,Entire condo,19.0481,72.8258,Mumbai,True,99.0,4.86,20.0,711.0
4.238422455451933,1.6322982394509267,2.0,private_room,Private room in rental unit,19.1124,72.8435,Mumbai,True,2.0,4.759614928270952,12.0,243.0
4.0,1.0,1.0,entire_home,Entire condo,19.0775,72.8235,Mumbai,True,113.0,4.52,26.0,0.0
2.0,1.0,1.0,entire_home,Entire bungalow,18.9541,72.8201,Mumbai,True,14.0,4.79,19.0,0.0
8.0,4.0,4.0,entire_home,Entire rental unit,19.0407,72.8097,Mumbai,True,46.0,4.52,63.0,7708.0
8.0,2.0,3.0,entire_home,Entire condo,19.0727,72.8272,Mumbai,True,77.0,4.92,22.0,0.0
5.0,2.0,2.0,entire_home,Entire rental unit,19.0724,72.8274,Mumbai,True,157.0,4.87,24.0,0.0
2.1192112277259665,0.8161491197254633,1.0,private_room,Private room in rental unit,19.0583,72.8322,Mumbai,True,59.0,4.75,51.0,2006.0
2.1192112277259665,0.8161491197254633,1.0,private_room,Private room in rental unit,19.0583,72.8322,Mumbai,True,72.0,4.75,55.0,300.0
4.238422455451933,1.6322982394509267,2.0,private_room,Private room in rental unit,19.0608,72.8342,Mumbai,True,48.0,4.42,7.0,0.0
1.0,1.6322982394509267,2.0,entire_home,Entire rental unit,19.0738,72.832,Mumbai,True,22.0,4.86,22.0,0.0
15.0,6.0,6.0,entire_home,Entire bungalow,19.2427,72.7827,Mumbai,True,30.0,4.93,80.0,822.0
5.0,2.0,2.0,entire_home,Entire serviced apartment,19.1321,72.8255,Mumbai,True,16.0,4.75,17.0,148.0
2.1192112277259665,0.8161491197254633,1.0,private_room,Private room in rental unit,18.9741,72.8077,Mumbai,True,25.0,4.96,9.0,0.0
2.1192112277259665,0.8161491197254633,1.0,private_room,Private room in rental unit,19.018,72.8458,Mumbai,True,163.0,4.96,17.0,3158.0
8.0,3.0,4.0,entire_home,Entire serviced apartment,19.0917,72.8335,Mumbai,True,105.0,4.63,23.0,0.0
16.0,6.0,6.0,entire_home,Entire bungalow,19.2309,72.869,Mumbai,True,14.0,4.64,108.0,2224.0
2.0,1.6322982394509267,2.0,entire_home,Entire condo,19.0781,72.8233,Mumbai,True,91.0,4.45,22.0,0.0
2.0,1.0,2.0,entire_home,Entire rental unit,19.1173,72.884,Mumbai,True,17.0,5.0,12.0,1422.0
2.0,1.0,1.0,private_room,Private room in condo,19.1327,72.8346,Mumbai,True,54.0,4.76,5.0,796.0
