guests,bedrooms,beds,room_type,listing_type,latitude,longitude,city,superhost,num_reviews,rating_overall,photos_count,l90d_revenue
14.0,7.0,10.0,entire_home,Entire villa,-8.6867,115.1564,Seminyak,True,73.0,4.52,43.0,11007.0
6.0,3.0,3.0,entire_home,Entire villa,-8.6958,115.1725,Seminyak,True,152.0,4.72,21.0,5759.0
10.0,4.0,4.0,entire_home,Entire villa,-8.6927,115.1657,Seminyak,True,118.0,4.71,18.0,5110.0
8.0,4.0,5.0,entire_home,Entire villa,-8.6905,115.164,Seminyak,True,127.0,4.91,80.0,22294.0
14.0,7.0,8.0,entire_home,Entire villa,-8.6908,115.1632,Seminyak,True,6.0,4.8,63.0,16164.0
7.0,3.0,3.0,entire_home,Entire villa,-8.6949,115.1699,Seminyak,True,12.0,4.67,24.0,1734.0
4.0,2.0,2.0,entire_home,Entire villa,-8.6955,115.1685,Seminyak,True,402.0,4.73,12.0,6933.0
12.0,5.0,9.0,entire_home,Entire bungalow,-8.6896,115.1617,Seminyak,True,153.0,4.94,60.0,5508.0
2.0,1.0,1.0,entire_home,Entire villa,-8.6944,115.179,Seminyak,True,493.0,4.66,55.0,7352.0
6.0,3.0,3.0,entire_home,Entire villa,-8.6889,115.1677,Seminyak,True,118.0,4.72,37.0,846.0
4.0,2.0,2.0,entire_home,Entire villa,-8.6848,115.1632,Seminyak,True,329.0,4.84,54.0,3125.0
8.0,4.0,4.0,entire_home,Entire villa,-8.689,115.1649,Seminyak,True,182.0,4.8,83.0,9053.0
9.0,4.0,5.0,entire_home,Entire villa,-8.6875,115.1607,Seminyak,True,241.0,4.74,92.0,24808.0
9.0,3.0,5.0,entire_home,Entire villa,-8.6896,115.1723,Seminyak,True,152.0,4.71,230.0,8101.0
6.0,3.0,3.0,private_room,Private room in villa,-8.6975,115.1665,Seminyak,True,5.0,4.6,22.0,645.0
7.0,3.0,4.0,entire_home,Entire villa,-8.6873,115.1659,Seminyak,True,162.0,4.87,43.0,4467.0
2.0,1.0,1.0,private_room,Room in boutique hotel,-8.6879,115.1687,Seminyak,True,158.0,4.54,13.0,130.0
10.0,5.0,6.0,entire_home,Entire villa,-8.6935,115.1656,Seminyak,True,113.0,4.9,46.0,13597.0
4.0,2.0,2.0,entire_home,Entire villa,-8.6863,115.1632,Seminyak,True,232.0,4.71,48.0,3858.0
6.0,3.0,3.0,entire_home,Entire villa,-8.6843,115.1638,Seminyak,True,92.0,4.86,118.0,6764.0
8.0,4.0,4.0,entire_home,Entire villa,-8.6894,115.1655,Seminyak,True,36.0,4.64,42.0,3497.0
6.0,3.0,3.0,entire_home,Entire home,-8.6885,115.1594,Seminyak,True,21.0,4.57,43.0,0.0
3.0,1.0,1.0,private_room,Room in boutique hotel,-8.6906,115.1648,Seminyak,True,4.0,4.0,31.0,1644.0
6.0,2.0,3.0,entire_home,Entire villa,-8.6906,115.1648,Seminyak,True,8.0,4.13,17.0,4153.0
6.0,3.0,3.0,entire_home,Entire villa,-8.6932,115.1695,Seminyak,True,340.0,4.77,32.0,9995.0
4.0,2.0,2.0,entire_home,Entire home,-8.6927,115.166,Seminyak,True,229.0,4.57,25.0,3684.0
3.0,1.0,1.0,private_room,Room in boutique hotel,-8.6906,115.1648,Seminyak,True,9.0,4.78,35.0,390.0
2.0,1.0,1.0,private_room,Room in boutique hotel,-8.6906,115.1648,Seminyak,True,10.0,4.6,42.0,0.0
6.0,3.0,3.0,entire_home,Entire villa,-8.6892,115.1613,Seminyak,True,420.0,4.91,46.0,14212.0
11.0,4.0,5.0,entire_home,Entire villa,-8.6843,115.1596,Seminyak,True,253.0,4.76,80.0,11152.0
4.0,2.0,2.0,entire_home,Entire villa,-8.6915,115.1659,Seminyak,True,173.0,4.57,23.0,2891.0
7.0,3.0,3.0,entire_home,Entire home,-8.6873,115.1563,Seminyak,True,194.0,4.6,36.0,7268.0
12.0,6.0,6.0,entire_home,Entire villa,-8.69,115.1671,Seminyak,True,108.0,4.5,15.0,2415.0
6.0,3.0,3.0,entire_home,Entire villa,-8.6954,115.1619,Seminyak,True,73.0,4.92,49.0,2575.0
4.0,2.0,2.0,entire_home,Entire villa,-8.6952,115.1647,Seminyak,True,185.0,4.97,33.0,10096.0
2.0,1.0,1.0,entire_home,Entire villa,-8.6954,115.1619,Seminyak,True,255.0,4.96,35.0,12294.0
2.0,1.0,1.0,entire_home,Entire villa,-8.6894,115.1724,Seminyak,True,31.0,4.39,35.0,0.0
2.0,1.0,2.0,entire_home,Entire cottage,-8.6951,115.1784,Seminyak,True,409.0,4.95,18.0,5950.0
10.0,4.0,4.0,entire_home,Entire villa,-8.6873,115.161,Seminyak,True,69.0,4.81,35.0,14010.0
4.0,2.0,2.0,entire_home,Entire home,-8.6902,115.1588,Seminyak,True,14.0,4.71,38.0,2540.0
6.0,3.0,3.0,entire_home,Entire villa,-8.6962,115.171,Seminyak,True,14.0,4.57,31.0,3648.0
9.0,4.0,6.0,entire_home,Entire villa,-8.6873,115.1613,Seminyak,True,74.0,4.73,64.0,15473.0
2.0,1.0,1.0,entire_home,Entire rental unit,-8.6857,115.1655,Seminyak,True,153.0,4.86,17.0,4214.0
4.0,2.0,2.0,entire_home,Entire villa,-8.691,115.1701,Seminyak,True,194.0,4.97,34.0,5255.0
6.0,2.0,2.0,entire_home,Entire villa,-8.6823,115.1681,Seminyak,True,155.0,4.89,32.0,7301.0
2.0,1.0,1.0,entire_home,Entire villa,-8.6902,115.1684,Seminyak,True,93.0,4.72,30.0,1318.0
7.0,3.0,4.0,entire_home,Entire villa,-8.6886,115.164,Seminyak,True,206.0,4.87,72.0,4738.0
2.0,1.0,1.0,entire_home,Entire villa,-8.692,115.1672,Seminyak,True,35.0,4.74,20.0,373.0
2.0,1.0,1.0,entire_home,Entire villa,-8.6905,115.1673,Seminyak,True,250.0,4.66,66.0,3113.0
15.0,7.0,15.0,entire_home,Entire villa,-8.6945,115.1705,Seminyak,True,86.0,4.71,46.0,0.0
13.0,5.0,8.0,entire_home,Entire villa,-8.6952,115.167,Seminyak,True,189.0,4.84,76.0,29015.0
10.0,4.0,4.0,entire_home,Entire villa,-8.6917,115.1685,Seminyak,True,141.0,4.91,47.0,7423.0
7.0,3.0,3.0,entire_home,Entire home,-8.6957,115.1689,Seminyak,True,100.0,4.52,14.0,1087.0
4.0,2.0,2.0,entire_home,Entire villa,-8.6877,115.1638,Seminyak,True,62.0,4.81,51.0,6172.0
7.0,3.0,4.0,entire_home,Entire villa,-8.686,115.1612,Seminyak,True,308.0,4.76,71.0,10556.0
5.0,2.0,3.0,entire_home,Entire villa,-8.686,115.1612,Seminyak,True,327.0,4.71,64.0,6138.0
5.0,2.0,3.0,entire_home,Entire villa,-8.686,115.1612,Seminyak,True,347.0,4.68,76.0,2222.0
5.0,2.0,3.0,entire_home,Entire villa,-8.686,115.1612,Seminyak,True,262.0,4.78,74.0,5566.0
5.0,2.0,3.0,entire_home,Entire villa,-8.686,115.1612,Seminyak,True,361.0,4.73,51.0,5899.0
6.0,3.0,3.0,entire_home,Entire villa,-8.6849,115.1668,Seminyak,True,185.0,4.7,52.0,3600.0
8.0,4.0,4.0,entire_home,Entire villa,-8.6952,115.1707,Seminyak,True,130.0,4.88,47.0,10315.0
3.0,1.0,1.0,entire_home,Entire home,-8.6957,115.1687,Seminyak,True,597.0,4.73,14.0,414.0
10.0,4.0,4.0,entire_home,Entire villa,-8.6874,115.1629,Seminyak,True,71.0,4.8,17.0,12505.0
2.0,1.0,1.0,private_room,Room in boutique hotel,-8.6907,115.1645,Seminyak,True,26.0,4.42,21.0,1706.0
8.0,4.0,5.0,entire_home,Entire villa,-8.6838,115.1679,Seminyak,True,185.0,4.83,48.0,15558.0
4.0,2.0,2.0,entire_home,Entire villa,-8.6915,115.1701,Seminyak,True,197.0,4.97,23.0,10413.0
8.0,4.0,4.0,entire_home,Entire villa,-8.6956,115.1671,Seminyak,True,5.0,5.0,36.0,2750.0
6.0,3.0,3.0,entire_home,Entire villa,-8.6884,115.1638,Seminyak,True,24.0,4.75,33.0,4395.0
2.0,1.0,3.0,entire_home,Entire villa,-8.6885,115.1792,Seminyak,True,4.0,5.0,31.0,0.0
12.0,6.0,14.0,entire_home,Entire home,-8.6885,115.1642,Seminyak,True,56.0,4.55,47.0,2018.0
12.0,5.0,7.0,entire_home,Entire villa,-8.6941,115.1621,Seminyak,True,9.0,5.0,74.0,5914.0
6.0,3.0,4.0,entire_home,Entire villa,-8.6828,115.1656,Seminyak,True,38.0,4.63,40.0,5989.0
6.0,3.0,4.0,entire_home,Entire villa,-8.6914,115.1714,Seminyak,True,8.0,4.88,74.0,0.0
8.0,4.0,4.0,entire_home,Entire villa,-8.6951,115.1657,Seminyak,True,101.0,4.85,65.0,10330.0
8.0,4.0,4.0,entire_home,Entire villa,-8.6833,115.1671,Seminyak,True,361.0,4.73,70.0,3080.0
4.0,2.0,2.0,entire_home,Entire villa,-8.6837,115.1672,Seminyak,True,223.0,4.82,50.0,0.0
8.0,4.0,5.0,entire_home,Entire villa,-8.6866,115.1666,Seminyak,True,193.0,4.97,74.0,22525.0
5.0,2.0,2.0,entire_home,Entire villa,-8.6959,115.1687,Seminyak,True,45.0,4.51,15.0,2676.0
6.0,3.0,3.0,entire_home,Entire villa,-8.6865,115.1722,Seminyak,True,486.0,4.71,29.0,6440.0
4.0,2.0,3.0,entire_home,Entire home,-8.6867,115.1564,Seminyak,True,178.0,4.49,73.0,0.0
8.0,4.0,5.0,entire_home,Entire villa,-8.6892,115.1698,Seminyak,True,41.0,4.32,30.0,0.0
4.0,2.0,2.0,entire_home,Entire villa,-8.6911,115.1579,Seminyak,True,6.0,5.0,17.0,1685.0
6.0,3.0,3.0,entire_home,Entire villa,-8.6969,115.1708,Seminyak,True,5.0,4.0,17.0,2040.0
9.0,4.0,5.0,entire_home,Entire home,-8.6881,115.1613,Seminyak,True,43.0,4.77,37.0,8302.0
4.0,2.0,2.0,entire_home,Entire home,-8.6843,115.1632,Seminyak,True,10.0,4.9,20.0,0.0
4.0,2.0,4.0,entire_home,Entire villa,-8.6928,115.1688,Seminyak,True,4.0,5.0,15.0,3669.0
6.0,3.0,6.0,entire_home,Entire villa,-8.6888,115.1633,Seminyak,True,20.0,5.0,22.0,7977.0
8.0,4.0,8.0,entire_home,Entire villa,-8.6929,115.1667,Seminyak,True,1.0,4.759614928270952,27.0,6892.0
2.0,1.0,1.0,entire_home,Entire villa,-8.6946,115.1632,Seminyak,True,76.0,4.42,38.0,2303.0
5.0,2.0,3.0,entire_home,Entire villa,-8.6889,115.1656,Seminyak,True,173.0,4.93,26.0,2087.0
10.0,5.0,5.0,entire_home,Entire villa,-8.6873,115.1658,Seminyak,True,114.0,4.62,57.0,6883.0
8.0,4.0,4.0,entire_home,Entire home,-8.6869,115.1693,Seminyak,True,88.0,4.94,99.0,1450.0
4.0,2.0,2.0,entire_home,Entire villa,-8.6867,115.1564,Seminyak,True,127.0,4.62,22.0,0.0
6.0,2.0,4.0,entire_home,Entire villa,-8.691,115.169,Seminyak,True,52.0,4.58,20.0,0.0
12.0,4.0,6.0,entire_home,Entire villa,-8.6925,115.1703,Seminyak,True,116.0,4.5,38.0,6360.0
8.0,4.0,4.0,entire_home,Entire villa,-8.6873,115.1613,Seminyak,True,42.0,4.67,75.0,1521.0
4.0,2.0,3.0,entire_home,Entire villa,-8.6875,115.1651,Seminyak,True,8.0,4.88,51.0,0.0
6.0,3.0,3.0,entire_home,Entire villa,-8.6954,115.1687,Seminyak,True,62.0,4.84,36.0,6021.0
4.0,2.0,2.0,entire_home,Entire villa,-8.6954,115.1619,Seminyak,True,198.0,4.93,78.0,15109.0
11.0,4.0,7.0,entire_home,Entire villa,-8.6949,115.1661,Seminyak,True,111.0,4.92,56.0,11978.0
10.0,4.0,4.0,entire_home,Entire villa,-8.6963,115.1685,Seminyak,True,81.0,4.74,17.0,9405.0
7.0,3.0,3.0,entire_home,Entire villa,-8.6887,115.1595,Seminyak,True,277.0,4.63,67.0,3319.0
12.0,5.0,7.0,entire_home,Entire home,-8.6939,115.1649,Seminyak,True,159.0,4.97,54.0,9974.0
3.0,1.0,1.0,private_room,Room in boutique hotel,-8.6906,115.1648,Seminyak,True,35.0,4.8,45.0,1384.0
14.0,6.0,10.0,entire_home,Entire villa,-8.6958,115.1622,Seminyak,True,121.0,4.69,101.0,31133.0
6.0,2.0,4.0,entire_home,Entire villa,-8.6915,115.1681,Seminyak,True,28.0,4.61,25.0,0.0
10.0,5.0,6.0,entire_home,Entire villa,-8.6894,115.1692,Seminyak,True,36.0,4.61,31.0,0.0
2.0,1.0,1.0,hotel_room,Room in bed and breakfast,-8.6891,115.1603,Seminyak,True,125.0,4.86,72.0,153.0
2.1192112277259665,0.8161491197254633,1.0,hotel_room,Room in bed and breakfast,-8.6891,115.1603,Seminyak,True,51.0,4.67,80.0,416.0
4.0,2.0,2.0,entire_home,Entire villa,-8.6858,115.1566,Seminyak,True,11.0,4.91,55.0,935.0
4.0,2.0,2.0,entire_home,Entire villa,-8.6877,115.1687,Seminyak,True,74.0,4.73,13.0,0.0
16.0,9.0,10.0,entire_home,Entire villa,-8.6857,115.1567,Seminyak,True,28.0,4.43,173.0,10881.0
3.0,1.0,3.0,entire_home,Entire villa,-8.6891,115.1603,Seminyak,True,19.0,5.0,43.0,3528.0
5.0,2.0,5.0,entire_home,Entire villa,-8.6891,115.1603,Seminyak,True,9.0,4.89,60.0,3048.0
7.0,3.0,6.0,entire_home,Entire villa,-8.6889,115.1603,Seminyak,True,42.0,4.93,74.0,2762.0
6.0,3.0,3.0,entire_home,Entire villa,-8.6876,115.1691,Seminyak,True,56.0,4.55,13.0,2627.0
4.0,2.0,2.0,entire_home,Entire villa,-8.6848,115.1712,Seminyak,True,276.0,4.79,47.0,8040.0
14.0,6.0,8.0,entire_home,Entire villa,-8.6915,115.1615,Seminyak,True,134.0,4.76,45.0,23551.0
8.0,3.0,3.0,entire_home,Entire villa,-8.6815,115.1699,Seminyak,True,148.0,4.87,63.0,3337.0
8.0,4.0,4.0,entire_home,Entire villa,-8.6865,115.1597,Seminyak,True,45.0,4.73,56.0,12426.0
2.0,1.0,1.0,private_room,Private room in villa,-8.6928,115.159,Seminyak,True,275.0,4.73,14.0,319.0
12.0,6.0,7.0,entire_home,Entire villa,-8.6949,115.1662,Seminyak,True,67.0,4.93,28.0,45038.0
2.0,1.0,1.0,entire_home,Entire villa,-8.6901,115.1687,Seminyak,True,39.0,4.95,25.0,2444.0
2.0,1.0,1.0,private_room,Room in boutique hotel,-8.6906,115.1651,Seminyak,True,4.0,4.25,20.0,462.0
8.0,4.0,4.0,entire_home,Entire villa,-8.6874,115.1627,Seminyak,True,72.0,4.78,40.0,4644.0
9.0,3.0,5.0,entire_home,Entire villa,-8.6919,115.165,Seminyak,True,287.0,4.76,35.0,17349.0
5.0,2.0,2.0,entire_home,Entire villa,-8.6921,115.1646,Seminyak,True,335.0,4.73,63.0,11820.0
8.0,3.0,3.0,entire_home,Entire villa,-8.6921,115.171,Seminyak,True,270.0,4.9,70.0,14518.0
13.0,5.0,12.0,entire_home,Entire villa,-8.6875,115.1636,Seminyak,True,62.0,4.65,78.0,5089.0
6.0,3.0,3.0,entire_home,Entire villa,-8.6887,115.1668,Seminyak,True,65.0,4.75,11.0,373.0
12.0,5.0,6.0,entire_home,Entire villa,-8.6939,115.1704,Seminyak,True,190.0,4.83,58.0,30048.0
4.0,2.0,2.0,entire_home,Entire villa,-8.6929,115.1691,Seminyak,True,3.0,4.33,39.0,0.0
4.238422455451933,1.6322982394509267,2.0,private_room,Private room in home,-8.6954,115.1639,Seminyak,True,220.0,4.88,105.0,0.0
4.0,2.0,4.0,entire_home,Entire villa,-8.6898,115.1629,Seminyak,True,1.0,4.759614928270952,63.0,1068.0
6.0,3.0,3.0,entire_home,Entire villa,-8.6851,115.1595,Seminyak,True,164.0,4.93,22.0,8123.0
8.0,2.0,2.0,entire_home,Entire villa,-8.6891,115.1655,Seminyak,True,103.0,4.47,74.0,1656.0
2.0,1.0,1.0,entire_home,Entire villa,-8.6878,115.1738,Seminyak,True,55.0,4.47,38.0,103.0
6.0,3.0,3.0,entire_home,Entire home,-8.6972,115.1624,Seminyak,True,274.0,4.55,30.0,6240.0
2.0,1.0,1.0,private_room,Private room in villa,-8.6899,115.159,Seminyak,True,3.0,4.67,11.0,1136.0
6.0,3.0,3.0,entire_home,Entire villa,-8.6847,115.1634,Seminyak,True,168.0,4.89,36.0,6935.0
2.0,1.0,1.0,private_room,Private room in villa,-8.6903,115.1577,Seminyak,True,1.0,4.759614928270952,9.0,0.0
4.0,2.0,3.0,entire_home,Entire villa,-8.69,115.1589,Seminyak,True,1.0,4.759614928270952,11.0,0.0
7.0,3.0,4.0,entire_home,Entire home,-8.6945,115.1702,Seminyak,True,4.0,5.0,23.0,3275.0
6.357633683177899,2.44844735917639,3.0,private_room,Private room in villa,-8.6942,115.1632,Seminyak,True,103.0,4.84,21.0,762.0
5.0,2.0,3.0,entire_home,Entire home,-8.6926,115.1647,Seminyak,True,234.0,4.65,23.0,6657.0
2.0,1.0,3.0,private_room,Room in boutique hotel,-8.6827,115.1688,Seminyak,True,267.0,4.71,46.0,416.0
10.0,3.0,7.0,entire_home,Entire villa,-8.689,115.156,Seminyak,True,381.0,4.8,67.0,18361.0
8.0,2.0,7.0,entire_home,Entire villa,-8.691,115.1576,Seminyak,True,418.0,4.69,60.0,0.0
13.0,5.0,8.0,entire_home,Entire villa,-8.695,115.1659,Seminyak,True,141.0,4.89,119.0,21883.0
12.0,5.0,9.0,entire_home,Entire villa,-8.6961,115.1698,Seminyak,True,128.0,4.82,68.0,12927.0
6.0,3.0,3.0,entire_home,Entire villa,-8.6861,115.1566,Seminyak,True,85.0,4.51,50.0,1921.0
10.0,3.0,8.0,entire_home,Entire villa,-8.6901,115.1588,Seminyak,True,17.0,4.53,58.0,4073.0
10.0,3.0,8.0,entire_home,Entire villa,-8.69,115.1588,Seminyak,True,69.0,4.68,53.0,3979.0
2.0,1.0,1.0,entire_home,Entire condo,-8.6878,115.1687,Seminyak,True,51.0,4.65,11.0,0.0
2.0,1.0,1.0,private_room,Private room in condo,-8.6878,115.1687,Seminyak,True,39.0,4.56,8.0,639.0
10.0,5.0,6.0,entire_home,Entire villa,-8.6867,115.1564,Seminyak,True,56.0,4.55,33.0,18538.0
8.0,4.0,5.0,entire_home,Entire villa,-8.691,115.1686,Seminyak,True,75.0,4.88,31.0,22363.0
2.0,1.0,1.0,private_room,Room in boutique hotel,-8.6906,115.1648,Seminyak,True,19.0,4.84,25.0,468.0
10.0,4.0,5.0,entire_home,Entire villa,-8.6943,115.1645,Seminyak,True,242.0,4.78,42.0,33239.0
10.0,3.0,8.0,entire_home,Entire villa,-8.6887,115.1584,Seminyak,True,385.0,4.78,76.0,17287.0
14.0,7.0,12.0,entire_home,Entire villa,-8.6962,115.1656,Seminyak,True,20.0,4.75,62.0,10321.0
2.0,1.0,1.0,private_room,Room in boutique hotel,-8.6837,115.1707,Seminyak,True,120.0,4.78,57.0,0.0
4.0,3.0,2.0,entire_home,Entire villa,-8.6883,115.166,Seminyak,True,51.0,4.92,38.0,2798.0
6.0,3.0,4.0,entire_home,Entire home,-8.6888,115.1644,Seminyak,True,13.0,4.85,58.0,1611.0
4.0,2.0,2.0,entire_home,Entire villa,-8.6885,115.1657,Seminyak,True,12.0,4.83,31.0,1528.0
6.0,4.0,5.0,entire_home,Entire villa,-8.6847,115.1536,Seminyak,True,1.0,4.759614928270952,28.0,18591.0
8.0,5.0,5.0,entire_home,Entire villa,-8.6854,115.1551,Seminyak,True,2.0,4.759614928270952,32.0,15571.0
8.0,3.0,5.0,entire_home,Entire villa,-8.6881,115.1615,Seminyak,True,225.0,4.89,89.0,21018.0
10.0,4.0,4.0,entire_home,Entire villa,-8.6871,115.1581,Seminyak,True,86.0,4.86,60.0,11935.0
9.0,4.0,4.0,entire_home,Entire villa,-8.6881,115.1557,Seminyak,True,295.0,4.83,40.0,23016.0
4.0,2.0,2.0,entire_home,Entire home,-8.6914,115.175,Seminyak,True,155.0,4.63,24.0,1714.0
4.0,2.0,2.0,entire_home,Entire villa,-8.6847,115.1614,Seminyak,True,181.0,4.93,20.0,3441.0
6.0,3.0,3.0,entire_home,Entire home,-8.6912,115.1734,Seminyak,True,159.0,4.7,34.0,1155.0
4.0,2.0,2.0,entire_home,Entire villa,-8.6835,115.1537,Seminyak,True,69.0,4.62,25.0,3910.0
8.0,4.0,4.0,entire_home,Entire home,-8.6907,115.1638,Seminyak,True,86.0,4.92,78.0,18207.0
6.0,2.0,2.0,entire_home,Entire villa,-8.6909,115.1636,Seminyak,True,180.0,4.86,36.0,13995.0
8.0,3.0,3.0,entire_home,Entire villa,-8.685,115.1715,Seminyak,True,41.0,4.85,26.0,1064.0
6.0,3.0,3.0,entire_home,Entire home,-8.6863,115.1622,Seminyak,True,66.0,4.8,49.0,15580.0
2.1192112277259665,0.8161491197254633,1.0,private_room,Private room in home,-8.6844,115.1729,Seminyak,True,138.0,4.66,20.0,0.0
16.0,7.0,10.0,entire_home,Entire villa,-8.6864,115.1727,Seminyak,True,113.0,4.54,63.0,7314.0
6.0,3.0,3.0,entire_home,Entire villa,-8.6876,115.1768,Seminyak,True,77.0,4.68,24.0,695.0
10.0,5.0,6.0,entire_home,Entire villa,-8.6888,115.1691,Seminyak,True,52.0,4.44,66.0,3729.0
4.0,2.0,2.0,entire_home,Entire villa,-8.6846,115.1666,Seminyak,True,43.0,4.67,63.0,1612.0
2.0,1.0,1.0,entire_home,Entire villa,-8.6863,115.1622,Seminyak,True,101.0,4.84,31.0,11426.0
6.0,3.0,3.0,entire_home,Entire villa,-8.6933,115.1677,Seminyak,True,70.0,4.64,28.0,0.0
12.0,6.0,6.0,entire_home,Entire home,-8.6868,115.1661,Seminyak,True,28.0,4.93,73.0,9161.0
4.0,2.0,2.0,entire_home,Entire cottage,-8.6852,115.1586,Seminyak,True,142.0,4.72,17.0,1304.0
6.0,2.0,3.0,entire_home,Entire villa,-8.6816,115.1699,Seminyak,True,1.0,4.759614928270952,77.0,0.0
2.0,1.0,1.0,entire_home,Entire villa,-8.6871,115.1724,Seminyak,True,24.0,4.58,25.0,232.0
8.0,4.0,6.0,entire_home,Entire villa,-8.69,115.1629,Seminyak,True,40.0,4.83,98.0,6134.0
14.0,5.0,9.0,entire_home,Entire villa,-8.683,115.1557,Seminyak,True,240.0,4.8,65.0,28868.0
6.0,3.0,3.0,entire_home,Entire villa,-8.6869,115.1636,Seminyak,True,121.0,4.8,91.0,2121.0
5.0,2.0,3.0,entire_home,Entire villa,-8.6853,115.1624,Seminyak,True,66.0,4.92,37.0,5336.0
4.0,2.0,3.0,entire_home,Entire villa,-8.6844,115.1723,Seminyak,True,3.0,4.33,38.0,645.0
12.0,5.0,6.0,entire_home,Entire villa,-8.6906,115.1691,Seminyak,True,144.0,4.95,138.0,54446.0
4.0,2.0,2.0,entire_home,Entire villa,-8.6913,115.1596,Seminyak,True,18.0,4.83,39.0,3378.0
4.0,2.0,2.0,entire_home,Entire villa,-8.6857,115.1663,Seminyak,True,268.0,4.92,26.0,10993.0
8.0,3.0,3.0,entire_home,Entire villa,-8.6908,115.164,Seminyak,True,127.0,4.89,26.0,13384.0
8.0,4.0,4.0,entire_home,Entire home,-8.6861,115.1647,Seminyak,True,82.0,4.78,31.0,0.0
8.0,4.0,4.0,entire_home,Entire villa,-8.6836,115.1607,Seminyak,True,50.0,4.68,14.0,3493.0
6.0,3.0,4.0,entire_home,Entire villa,-8.69,115.1685,Seminyak,True,17.0,5.0,47.0,7608.0
16.0,22.0,25.0,entire_home,Entire villa,-8.6898,115.1692,Seminyak,True,3.0,4.67,8.0,0.0
4.0,2.0,3.0,entire_home,Entire villa,-8.6879,115.164,Seminyak,True,27.0,4.89,56.0,2762.0
12.0,5.0,8.0,entire_home,Entire villa,-8.6926,115.1661,Seminyak,True,2.0,4.759614928270952,32.0,19093.0
12.98299034151276,5.0,1.0,private_room,Private room in villa,-8.6913,115.1682,Seminyak,True,6.0,5.0,22.0,14603.0
6.0,3.0,3.0,entire_home,Entire home,-8.6947,115.1733,Seminyak,True,176.0,4.91,76.0,8127.0
2.0,1.0,1.0,entire_home,Entire villa,-8.6877,115.1728,Seminyak,True,19.0,4.84,11.0,0.0
2.0,1.0,1.0,entire_home,Entire villa,-8.6875,115.1729,Seminyak,True,16.0,4.44,12.0,0.0
15.0,5.0,5.0,entire_home,Entire villa,-8.6836,115.1598,Seminyak,True,21.0,4.86,34.0,1901.0
4.0,2.0,3.0,entire_home,Entire villa,-8.685,115.164,Seminyak,True,13.0,4.77,63.0,1024.0
2.0,1.0,1.0,entire_home,Entire villa,-8.6843,115.1709,Seminyak,True,4.0,4.75,16.0,0.0
4.0,2.0,2.0,entire_home,Entire villa,-8.6866,115.1567,Seminyak,True,255.0,4.71,45.0,8372.0
7.0,3.0,3.0,entire_home,Entire villa,-8.685,115.1637,Seminyak,True,281.0,4.79,118.0,7733.0
8.0,3.0,5.0,entire_home,Entire villa,-8.6916,115.1623,Seminyak,True,191.0,4.66,30.0,0.0
2.0,1.0,1.0,entire_home,Entire villa,-8.6947,115.1713,Seminyak,True,131.0,4.59,17.0,662.0
8.0,4.0,5.0,entire_home,Entire villa,-8.6873,115.1682,Seminyak,True,82.0,4.72,42.0,11768.0
15.0,5.0,5.0,entire_home,Entire villa,-8.6866,115.1653,Seminyak,True,2.0,4.759614928270952,39.0,2925.0
10.0,4.0,4.0,entire_home,Entire villa,-8.6942,115.1673,Seminyak,True,188.0,4.88,33.0,22034.0
10.0,3.0,8.0,entire_home,Entire villa,-8.6904,115.157,Seminyak,True,55.0,4.65,55.0,9471.0
12.0,6.0,7.0,entire_home,Entire villa,-8.686,115.1562,Seminyak,True,14.0,4.71,176.0,27278.0
4.0,2.0,2.0,entire_home,Entire home,-8.6876,115.1659,Seminyak,True,90.0,4.76,18.0,6928.0
6.0,3.0,3.0,entire_home,Entire villa,-8.6819,115.1648,Seminyak,True,77.0,4.71,25.0,0.0
12.0,6.0,6.0,entire_home,Entire villa,-8.6911,115.1657,Seminyak,True,271.0,4.74,57.0,9258.0
6.0,3.0,4.0,entire_home,Entire villa,-8.6876,115.1659,Seminyak,True,103.0,4.83,20.0,2392.0
8.0,3.0,3.0,entire_home,Entire villa,-8.6857,115.1566,Seminyak,True,55.0,4.8,68.0,2360.0
6.0,3.0,3.0,entire_home,Entire villa,-8.6857,115.1568,Seminyak,True,25.0,4.8,61.0,0.0
14.0,4.0,4.0,entire_home,Entire villa,-8.6814,115.1698,Seminyak,True,75.0,4.83,94.0,12475.0
16.0,8.0,8.0,entire_home,Entire villa,-8.6814,115.1698,Seminyak,True,75.0,4.89,112.0,7736.0
16.0,12.0,12.0,entire_home,Entire villa,-8.6814,115.1698,Seminyak,True,10.0,4.9,101.0,40753.0
10.0,4.0,6.0,entire_home,Entire villa,-8.684,115.1692,Seminyak,True,153.0,4.84,47.0,3503.0
4.0,2.0,2.0,entire_home,Entire villa,-8.6817,115.1701,Seminyak,True,40.0,4.58,30.0,809.0
7.0,3.0,3.0,entire_home,Entire home,-8.6888,115.1668,Seminyak,True,28.0,4.82,54.0,1607.0
6.0,3.0,3.0,entire_home,Entire home,-8.6915,115.1695,Seminyak,True,134.0,4.7,44.0,666.0
2.1192112277259665,0.8161491197254633,1.0,private_room,Private room in home,-8.6879,115.1733,Seminyak,True,42.0,4.57,24.0,0.0
16.0,8.0,8.0,entire_home,Entire home,-8.6841,115.1601,Seminyak,True,54.0,4.65,37.0,6845.0
4.0,2.0,2.0,entire_home,Entire villa,-8.6894,115.1578,Seminyak,True,27.0,4.81,33.0,5487.0
